Departure_Indicator,Distance,Angle Sum,nArrOut,nArrIn,nDepOut,nDepIn,Temperature,Wind Speed,Visibility
0,5750.0,180.0,18,8,6,4,77.0,8.05,7.0
0,15360.0,285.0,18,7,0,7,77.0,8.05,7.0
0,5750.0,180.0,19,4,10,4,77.0,8.05,7.0
0,5750.0,180.0,18,5,9,5,77.0,8.05,7.0
0,9800.0,225.0,18,6,9,2,77.0,8.05,7.0
0,15360.0,285.0,17,6,1,0,77.0,8.05,7.0
0,8340.0,240.0,17,7,2,2,77.0,8.05,7.0
0,9910.0,240.0,14,7,4,4,77.0,8.05,7.0
0,11230.0,225.0,14,8,8,4,77.0,8.05,7.0
0,9910.0,240.0,12,9,8,4,77.0,8.05,7.0
0,8210.0,270.0,10,9,10,5,77.0,8.05,7.0
0,5750.0,180.0,9,5,2,4,77.0,8.05,7.0
0,8340.0,240.0,9,5,20,3,77.0,8.05,7.0
0,8400.0,225.0,8,5,0,4,77.0,8.05,7.0
0,9910.0,240.0,8,5,1,3,77.0,8.05,7.0
0,15360.0,285.0,7,6,11,1,77.0,8.05,7.0
0,9910.0,240.0,7,6,1,3,77.0,8.05,7.0
0,13790.0,285.0,5,6,8,3,77.0,8.05,7.0
0,8210.0,270.0,5,6,1,3,77.0,8.05,7.0
0,4340.0,180.0,6,7,10,7,77.0,8.05,7.0
0,9910.0,240.0,5,6,7,2,77.0,8.05,7.0
0,5750.0,180.0,6,6,7,2,77.0,8.05,7.0
0,9910.0,240.0,6,5,1,2,77.0,8.05,7.0
0,5700.0,180.0,6,2,2,2,77.0,6.9,10.0
0,5750.0,180.0,6,3,9,2,77.0,6.9,10.0
0,9910.0,240.0,6,3,3,4,77.0,6.9,10.0
0,5750.0,180.0,6,4,6,3,77.0,6.9,10.0
0,10070.0,315.0,7,5,2,4,77.0,6.9,10.0
0,4600.0,270.0,7,6,4,2,77.0,6.9,10.0
0,9910.0,240.0,5,4,1,0,77.0,6.9,10.0
0,8400.0,225.0,5,5,7,2,77.0,6.9,10.0
0,5750.0,180.0,6,6,2,4,77.0,6.9,10.0
0,13790.0,285.0,7,7,9,4,77.0,6.9,10.0
0,8340.0,240.0,7,8,0,4,77.0,6.9,10.0
0,13790.0,285.0,7,8,5,3,77.0,6.9,10.0
0,5700.0,180.0,7,8,10,7,77.0,6.9,10.0
0,8340.0,240.0,7,8,4,5,77.0,6.9,10.0
0,9800.0,225.0,7,9,2,4,77.0,6.9,10.0
0,9910.0,240.0,7,10,7,5,77.0,6.9,10.0
0,11180.0,225.0,7,8,2,3,77.0,6.9,10.0
0,5700.0,180.0,7,7,1,0,77.0,6.9,10.0
0,2950.0,180.0,7,7,3,3,77.0,6.9,10.0
0,5700.0,180.0,8,6,3,2,77.0,6.9,10.0
0,9910.0,240.0,5,4,2,2,77.0,6.9,10.0
0,4340.0,180.0,5,3,7,4,77.0,6.9,10.0
0,5700.0,180.0,5,3,3,3,77.0,6.9,10.0
0,8400.0,225.0,5,4,3,4,77.0,6.9,10.0
0,9910.0,240.0,5,5,1,0,77.0,6.9,10.0
0,9800.0,225.0,5,6,3,3,77.0,6.9,10.0
0,9910.0,240.0,6,7,4,2,77.0,6.9,10.0
0,8400.0,225.0,6,8,3,2,77.0,6.9,10.0
0,5700.0,180.0,6,9,10,3,77.0,6.9,10.0
0,5750.0,180.0,6,8,6,3,77.0,6.9,10.0
0,11180.0,225.0,6,9,2,2,77.0,6.9,10.0
0,5750.0,180.0,5,9,3,3,77.0,6.9,10.0
0,11230.0,225.0,5,10,8,2,77.0,6.9,10.0
0,2950.0,180.0,4,11,6,4,77.0,6.9,10.0
0,10070.0,315.0,4,10,2,0,77.0,6.9,10.0
0,8340.0,240.0,3,10,2,4,77.0,6.9,10.0
0,11230.0,225.0,3,6,8,2,77.0,6.9,10.0
0,11180.0,225.0,6,5,3,0,77.0,6.9,10.0
0,10070.0,315.0,5,5,3,3,77.0,6.9,10.0
0,9910.0,240.0,5,6,10,4,77.0,6.9,10.0
0,13790.0,285.0,5,6,5,2,77.0,6.9,10.0
0,9910.0,240.0,5,4,7,4,80.1,5.75,10.0
0,8340.0,240.0,6,5,8,2,80.1,5.75,10.0
0,11230.0,225.0,6,6,5,3,80.1,5.75,10.0
0,13790.0,285.0,5,6,8,1,80.1,5.75,10.0
0,9910.0,240.0,5,6,3,3,80.1,5.75,10.0
0,5700.0,180.0,4,7,2,2,80.1,5.75,10.0
0,10070.0,315.0,2,2,2,2,80.1,5.75,10.0
0,13680.0,315.0,3,3,1,2,80.1,5.75,10.0
0,5750.0,180.0,3,4,5,0,80.1,5.75,10.0
0,5750.0,180.0,3,5,3,3,80.1,5.75,10.0
0,15360.0,285.0,3,4,10,5,80.1,5.75,10.0
0,4340.0,180.0,3,5,11,3,80.1,5.75,10.0
0,8400.0,225.0,2,6,8,3,80.1,5.75,10.0
0,5750.0,180.0,2,7,4,3,80.1,5.75,10.0
0,5700.0,180.0,2,8,12,1,80.1,5.75,10.0
0,4340.0,180.0,2,9,12,1,80.1,5.75,10.0
0,11180.0,225.0,3,8,9,3,80.1,5.75,10.0
0,9910.0,240.0,4,6,4,3,80.1,5.75,10.0
0,11230.0,225.0,5,5,1,1,80.1,5.75,10.0
0,8210.0,270.0,5,3,9,5,80.1,5.75,10.0
0,13790.0,285.0,4,3,7,3,80.1,5.75,10.0
0,9910.0,240.0,4,3,8,2,80.1,5.75,10.0
0,8400.0,225.0,4,4,9,5,80.1,5.75,10.0
0,9910.0,240.0,4,5,3,3,80.1,5.75,10.0
0,13680.0,315.0,4,3,1,0,80.1,5.75,10.0
0,5750.0,180.0,3,2,12,1,80.1,5.75,10.0
0,8340.0,240.0,2,3,11,3,80.1,5.75,10.0
0,4340.0,180.0,2,4,9,2,80.1,5.75,10.0
0,9800.0,225.0,2,4,6,3,80.1,5.75,10.0
0,8210.0,270.0,2,5,6,4,80.1,5.75,10.0
0,11230.0,225.0,1,5,6,1,80.1,5.75,10.0
0,9910.0,240.0,1,6,8,5,80.1,5.75,10.0
0,9910.0,240.0,1,6,2,3,80.1,5.75,10.0
0,9800.0,225.0,1,7,0,1,80.1,5.75,10.0
0,5750.0,180.0,1,7,11,4,80.1,5.75,10.0
0,10070.0,315.0,1,8,2,2,80.1,5.75,10.0
0,10070.0,315.0,1,6,11,3,80.1,5.75,10.0
0,9910.0,240.0,1,7,4,3,80.1,5.75,10.0
0,11230.0,225.0,1,5,8,4,80.1,5.75,10.0
0,4340.0,180.0,2,5,3,3,80.1,5.75,10.0
0,9910.0,240.0,4,4,2,2,81.0,3.45,10.0
0,8340.0,240.0,3,2,2,3,81.0,3.45,10.0
0,9910.0,240.0,3,2,5,2,81.0,3.45,10.0
0,9910.0,240.0,3,2,4,5,81.0,3.45,10.0
0,2950.0,180.0,4,2,2,4,81.0,3.45,10.0
0,5750.0,180.0,5,1,12,1,81.0,3.45,10.0
0,10070.0,315.0,4,1,13,2,81.0,3.45,10.0
0,11180.0,225.0,3,2,2,4,81.0,3.45,10.0
0,5750.0,180.0,3,3,5,2,81.0,3.45,10.0
0,5700.0,180.0,3,4,2,3,81.0,3.45,10.0
0,5700.0,180.0,3,5,3,5,81.0,3.45,10.0
