Departure_Indicator,Distance,Angle Sum,nArrOut,nArrIn,nDepOut,nDepIn,Temperature,Wind Speed,Visibility
0,7100.0,270.0,14,8,0,2,73.9,10.35,10.0
0,6390.0,270.0,14,6,0,2,73.9,10.35,10.0
0,7100.0,270.0,8,7,1,2,73.9,10.35,10.0
0,9420.0,350.0,8,7,0,0,73.9,10.35,10.0
0,4630.0,300.0,8,8,0,2,73.9,10.35,10.0
0,8560.0,320.0,6,9,0,2,73.9,10.35,10.0
0,11370.0,360.0,7,10,0,1,73.9,10.35,10.0
0,9420.0,350.0,6,10,0,0,73.9,10.35,10.0
0,7100.0,270.0,7,9,1,2,73.9,10.35,10.0
0,4540.0,270.0,4,3,0,1,73.9,10.35,10.0
0,6390.0,270.0,4,4,7,2,73.9,10.35,10.0
0,8560.0,320.0,3,3,2,2,73.9,10.35,10.0
0,4630.0,300.0,3,4,0,1,73.9,10.35,10.0
0,9420.0,350.0,3,5,2,0,73.9,10.35,10.0
0,7100.0,270.0,3,4,0,1,73.9,10.35,10.0
0,4630.0,300.0,6,3,6,1,73.9,10.35,10.0
0,7100.0,270.0,7,3,2,1,72.0,10.35,10.0
0,4630.0,300.0,7,3,2,1,72.0,10.35,10.0
0,4630.0,300.0,9,3,2,0,72.0,10.35,10.0
0,9420.0,350.0,11,3,2,1,72.0,10.35,10.0
0,4630.0,300.0,11,4,2,2,72.0,10.35,10.0
0,7100.0,270.0,9,1,5,1,72.0,10.35,10.0
0,7100.0,270.0,9,2,6,0,72.0,10.35,10.0
0,11370.0,360.0,7,3,3,1,72.0,10.35,10.0
0,4540.0,270.0,4,4,2,2,72.0,10.35,10.0
0,4630.0,300.0,3,5,6,1,72.0,10.35,10.0
0,11370.0,360.0,3,6,0,3,72.0,10.35,10.0
0,6390.0,270.0,3,6,0,0,72.0,10.35,10.0
0,8560.0,320.0,3,7,1,3,72.0,10.35,10.0
0,7100.0,270.0,3,8,5,1,72.0,10.35,10.0
0,4630.0,300.0,1,8,4,2,72.0,10.35,10.0
0,7100.0,270.0,1,5,4,2,72.0,10.35,10.0
0,8560.0,320.0,2,4,5,1,72.0,10.35,10.0
0,8560.0,320.0,2,5,4,2,72.0,10.35,10.0
0,9420.0,350.0,3,5,4,2,70.0,19.55,10.0
0,9420.0,350.0,3,3,4,2,70.0,19.55,10.0
0,8560.0,320.0,4,3,2,1,70.0,19.55,10.0
0,7100.0,270.0,5,4,9,0,70.0,19.55,10.0
0,5530.0,270.0,7,2,5,0,70.0,19.55,10.0
0,9420.0,350.0,7,3,4,2,70.0,19.55,10.0
0,4630.0,300.0,6,4,9,2,70.0,19.55,10.0
0,4540.0,270.0,6,5,4,2,70.0,19.55,10.0
0,9420.0,350.0,6,6,3,0,70.0,19.55,10.0
0,4630.0,300.0,6,7,9,1,70.0,19.55,10.0
0,7100.0,270.0,6,7,0,0,70.0,19.55,10.0
0,7100.0,270.0,1,3,9,0,70.0,19.55,10.0
0,8560.0,320.0,1,3,4,2,70.0,19.55,10.0
0,7100.0,270.0,1,2,11,1,70.0,19.55,10.0
0,11370.0,360.0,3,1,3,0,70.0,19.55,10.0
0,8560.0,320.0,4,2,4,2,70.0,19.55,10.0
0,6390.0,270.0,5,2,0,1,70.0,19.55,10.0
0,6390.0,270.0,6,3,10,3,70.0,19.55,10.0
0,4630.0,300.0,6,3,5,1,70.0,19.55,10.0
0,4540.0,270.0,5,3,3,0,70.0,16.1,10.0
0,9420.0,350.0,4,3,6,1,70.0,16.1,10.0
0,4630.0,300.0,7,2,10,2,70.0,16.1,10.0
0,4630.0,300.0,8,2,11,2,70.0,16.1,10.0
0,8560.0,320.0,8,1,5,1,70.0,16.1,10.0
0,11370.0,360.0,4,1,5,0,70.0,16.1,10.0
0,5530.0,270.0,3,1,0,0,70.0,16.1,10.0
0,7100.0,270.0,4,1,9,0,70.0,16.1,10.0
0,7100.0,270.0,4,1,8,0,70.0,16.1,10.0
0,4630.0,300.0,8,1,6,0,70.0,16.1,10.0
0,5530.0,270.0,10,2,5,1,70.0,16.1,10.0
0,4630.0,300.0,10,1,9,1,70.0,16.1,10.0
0,9420.0,350.0,10,1,7,1,71.1,17.25,10.0
0,4540.0,270.0,9,2,9,0,71.1,17.25,10.0
0,5530.0,270.0,6,0,4,0,71.1,17.25,10.0
0,4540.0,270.0,5,1,8,2,71.1,17.25,10.0
0,9420.0,350.0,6,1,9,0,71.1,17.25,10.0
0,5530.0,270.0,3,2,4,2,71.1,17.25,10.0
0,5530.0,270.0,3,3,6,2,71.1,17.25,10.0
0,9420.0,350.0,4,4,9,0,71.1,17.25,10.0
0,7100.0,270.0,4,4,7,2,71.1,17.25,10.0
0,11370.0,360.0,4,2,4,0,71.1,17.25,10.0
0,8560.0,320.0,4,3,10,0,71.1,17.25,10.0
0,8560.0,320.0,6,1,5,2,71.1,17.25,10.0
0,6390.0,270.0,5,1,10,1,71.1,17.25,10.0
0,4630.0,300.0,10,0,6,2,71.1,17.25,10.0
0,9420.0,350.0,6,0,5,1,70.0,18.4,10.0
0,9420.0,350.0,6,1,7,1,70.0,18.4,10.0
0,9420.0,350.0,4,2,8,1,70.0,18.4,10.0
0,7100.0,270.0,4,2,7,4,70.0,18.4,10.0
0,4630.0,300.0,6,3,8,1,70.0,18.4,10.0
0,9420.0,350.0,7,2,6,5,70.0,18.4,10.0
0,5530.0,270.0,10,1,0,0,70.0,18.4,10.0
0,7100.0,270.0,9,2,7,0,70.0,18.4,10.0
0,4630.0,300.0,8,3,7,4,70.0,18.4,10.0
0,11370.0,360.0,8,1,0,2,70.0,18.4,10.0
0,4630.0,300.0,10,2,2,2,70.0,18.4,10.0
0,3400.0,300.0,10,1,8,0,70.0,18.4,10.0
0,6390.0,270.0,10,2,0,2,70.0,18.4,10.0
0,5530.0,270.0,10,3,0,1,70.0,18.4,10.0
0,5530.0,270.0,8,2,0,0,70.0,18.4,10.0
0,4630.0,300.0,9,2,11,1,70.0,18.4,10.0
0,4630.0,300.0,6,2,2,3,71.1,18.4,10.0
0,4540.0,270.0,6,3,8,0,71.1,18.4,10.0
0,5530.0,270.0,8,4,0,0,71.1,18.4,10.0
0,4540.0,270.0,7,5,6,5,71.1,18.4,10.0
0,6390.0,270.0,7,3,4,1,71.1,18.4,10.0
0,11370.0,360.0,6,3,0,0,71.1,18.4,10.0
0,8560.0,320.0,6,2,8,0,71.1,18.4,10.0
0,6390.0,270.0,6,2,4,0,71.1,18.4,10.0
0,8560.0,320.0,6,3,3,4,71.1,18.4,10.0
0,4630.0,300.0,6,4,2,6,71.1,18.4,10.0
0,8560.0,320.0,5,3,11,1,71.1,18.4,10.0
0,5530.0,270.0,9,1,4,1,71.1,18.4,10.0
0,6390.0,270.0,9,1,0,2,71.1,18.4,10.0
0,9420.0,350.0,10,1,11,1,71.1,18.4,10.0
0,7100.0,270.0,10,2,2,6,71.1,18.4,10.0
0,4630.0,300.0,10,2,9,0,71.1,18.4,10.0
0,11370.0,360.0,9,1,0,0,71.1,18.4,10.0
0,6390.0,270.0,8,2,0,1,71.1,18.4,10.0
0,5530.0,270.0,10,0,0,1,71.1,18.4,10.0
0,9420.0,350.0,9,1,6,1,71.1,18.4,10.0
0,5530.0,270.0,7,2,0,0,71.1,18.4,10.0
0,9420.0,350.0,7,2,10,1,71.1,18.4,10.0
0,11370.0,360.0,11,2,2,2,72.0,23.0,10.0
0,9420.0,350.0,13,2,4,5,72.0,23.0,10.0
0,9420.0,350.0,12,3,3,2,72.0,23.0,10.0
0,9420.0,350.0,12,2,7,0,72.0,23.0,10.0
0,9420.0,350.0,11,3,2,2,72.0,23.0,10.0
0,7100.0,270.0,12,4,2,2,72.0,23.0,10.0
0,4540.0,270.0,11,5,9,0,72.0,23.0,10.0
0,4630.0,300.0,14,2,2,1,72.0,23.0,10.0
0,5530.0,270.0,14,1,1,2,72.0,23.0,10.0
0,8560.0,320.0,13,2,3,5,72.0,23.0,10.0
0,5530.0,270.0,13,3,3,4,72.0,23.0,10.0
0,7100.0,270.0,10,2,3,1,72.0,23.0,10.0
0,8560.0,320.0,10,2,3,2,72.0,23.0,10.0
0,7100.0,270.0,11,3,4,1,72.0,23.0,10.0
0,5530.0,270.0,10,3,6,1,72.0,23.0,10.0
0,4630.0,300.0,8,3,6,5,72.0,23.0,10.0
0,6390.0,270.0,8,4,2,1,72.0,23.0,10.0
0,7100.0,270.0,8,3,4,2,72.0,23.0,10.0
0,7100.0,270.0,9,4,1,2,72.0,23.0,10.0
0,11370.0,360.0,9,4,5,1,72.0,23.0,10.0
0,8560.0,320.0,9,4,1,3,72.0,23.0,10.0
0,4630.0,300.0,12,4,5,3,72.0,23.0,10.0
0,5530.0,270.0,12,5,4,2,72.0,23.0,10.0
0,4630.0,300.0,11,5,1,3,72.0,23.0,10.0
0,4540.0,270.0,12,6,1,4,69.1,23.0,10.0
0,9420.0,350.0,12,7,4,4,69.1,23.0,10.0
0,7100.0,270.0,11,7,2,2,69.1,23.0,10.0
0,9420.0,350.0,10,7,6,2,69.1,23.0,10.0
0,6390.0,270.0,9,8,8,0,69.1,23.0,10.0
0,5530.0,270.0,7,8,0,0,69.1,23.0,10.0
0,11370.0,360.0,6,7,7,2,69.1,23.0,10.0
0,9420.0,350.0,7,7,4,1,69.1,23.0,10.0
0,5530.0,270.0,5,7,6,2,69.1,23.0,10.0
0,7100.0,270.0,6,7,2,5,69.1,23.0,10.0
0,7100.0,270.0,8,6,2,1,69.1,23.0,10.0
0,6390.0,270.0,9,7,8,3,69.1,23.0,10.0
0,4630.0,300.0,11,5,1,2,69.1,23.0,10.0
0,8560.0,320.0,13,4,5,1,69.1,23.0,10.0
0,4540.0,270.0,11,5,5,6,69.1,23.0,10.0
0,6390.0,270.0,11,6,7,0,69.1,23.0,10.0
0,4630.0,300.0,10,6,3,2,69.1,23.0,10.0
0,4630.0,300.0,10,6,1,0,69.1,23.0,10.0
0,9420.0,350.0,9,6,3,5,69.1,23.0,10.0
0,5530.0,270.0,8,7,0,0,69.1,23.0,10.0
0,11370.0,360.0,7,7,9,0,69.1,23.0,10.0
0,4540.0,270.0,9,7,3,2,69.1,23.0,10.0
0,4630.0,300.0,7,8,4,2,69.1,23.0,10.0
0,4630.0,300.0,8,9,4,6,69.1,23.0,10.0
0,4540.0,270.0,9,7,3,1,69.1,23.0,10.0
0,5530.0,270.0,7,6,5,0,69.1,23.0,10.0
0,4630.0,300.0,9,5,2,1,69.1,23.0,10.0
0,4540.0,270.0,8,5,7,1,69.1,23.0,10.0
0,8560.0,320.0,8,6,1,1,69.1,23.0,10.0
0,7100.0,270.0,8,6,4,3,69.1,23.0,10.0
0,4630.0,300.0,8,6,4,2,69.1,23.0,10.0
0,4540.0,270.0,9,6,3,3,70.0,21.85,10.0
0,7100.0,270.0,9,7,1,4,70.0,21.85,10.0
0,4630.0,300.0,8,8,0,2,70.0,21.85,10.0
0,7100.0,270.0,5,8,4,4,70.0,21.85,10.0
0,4540.0,270.0,5,8,7,4,70.0,21.85,10.0
0,5530.0,270.0,4,9,2,2,70.0,21.85,10.0
0,5530.0,270.0,4,8,2,2,70.0,21.85,10.0
0,9420.0,350.0,4,9,2,6,70.0,21.85,10.0
0,6390.0,270.0,6,6,9,0,70.0,21.85,10.0
0,11370.0,360.0,7,6,2,3,70.0,21.85,10.0
0,8560.0,320.0,7,3,2,1,70.0,21.85,10.0
0,11370.0,360.0,8,4,2,4,70.0,21.85,10.0
0,5530.0,270.0,6,4,2,2,70.0,21.85,10.0
0,8560.0,320.0,5,4,4,3,70.0,21.85,10.0
0,7100.0,270.0,7,5,4,3,70.0,21.85,10.0
0,9420.0,350.0,7,5,1,1,70.0,21.85,10.0
0,4630.0,300.0,7,6,3,4,70.0,21.85,10.0
0,11370.0,360.0,7,6,2,2,70.0,21.85,10.0
0,8560.0,320.0,8,6,3,3,70.0,21.85,10.0
0,4630.0,300.0,9,7,7,3,70.0,21.85,10.0
0,4630.0,300.0,9,7,5,3,70.0,21.85,10.0
0,4540.0,270.0,9,6,4,3,71.1,19.55,10.0
0,9420.0,350.0,8,7,7,1,71.1,19.55,10.0
0,4630.0,300.0,7,8,2,1,71.1,19.55,10.0
0,9420.0,350.0,7,8,4,3,71.1,19.55,10.0
0,8560.0,320.0,6,6,1,0,71.1,19.55,10.0
0,4540.0,270.0,5,6,3,1,71.1,19.55,10.0
0,4630.0,300.0,3,7,4,5,71.1,19.55,10.0
0,8560.0,320.0,3,8,2,4,71.1,19.55,10.0
0,7100.0,270.0,4,8,1,1,71.1,19.55,10.0
0,11370.0,360.0,5,7,2,0,71.1,19.55,10.0
0,4630.0,300.0,5,8,3,1,71.1,19.55,10.0
0,4540.0,270.0,6,7,5,2,71.1,19.55,10.0
0,7100.0,270.0,4,7,5,3,71.1,19.55,10.0
0,4630.0,300.0,5,5,3,1,71.1,19.55,10.0
0,11370.0,360.0,4,6,1,1,71.1,19.55,10.0
0,7100.0,270.0,3,6,3,2,71.1,19.55,10.0
0,8560.0,320.0,3,7,2,1,71.1,19.55,10.0
0,4630.0,300.0,3,7,6,2,71.1,19.55,10.0
0,9420.0,350.0,3,7,4,2,71.1,19.55,10.0
0,9420.0,350.0,2,8,3,3,71.1,19.55,10.0
0,9420.0,350.0,1,7,4,0,71.1,19.55,10.0
0,6390.0,270.0,1,7,4,2,71.1,19.55,10.0
0,4540.0,270.0,4,3,5,2,70.0,20.7,10.0
0,4630.0,300.0,4,0,9,1,70.0,20.7,10.0
0,5530.0,270.0,4,1,0,0,70.0,20.7,10.0
0,7100.0,270.0,4,0,6,1,70.0,20.7,10.0
0,4630.0,300.0,6,1,3,2,70.0,20.7,10.0
0,9420.0,350.0,6,2,3,2,70.0,20.7,10.0
0,5530.0,270.0,6,3,2,1,70.0,20.7,10.0
0,11370.0,360.0,6,4,2,2,70.0,20.7,10.0
0,7100.0,270.0,6,5,4,2,70.0,20.7,10.0
0,4540.0,270.0,5,6,1,4,70.0,20.7,10.0
0,4630.0,300.0,5,6,4,2,70.0,20.7,10.0
0,7100.0,270.0,5,5,2,4,70.0,20.7,10.0
0,7100.0,270.0,3,6,0,1,70.0,20.7,10.0
0,5530.0,270.0,3,6,2,2,70.0,20.7,10.0
0,4630.0,300.0,3,6,5,5,70.0,20.7,10.0
0,5530.0,270.0,5,5,2,6,70.0,20.7,10.0
0,6390.0,270.0,4,6,6,2,70.0,20.7,10.0
0,8560.0,320.0,4,7,2,1,70.0,20.7,10.0
0,7100.0,270.0,4,7,8,1,70.0,20.7,10.0
0,6390.0,270.0,5,8,2,1,70.0,20.7,10.0
0,4630.0,300.0,6,8,2,1,70.0,20.7,10.0
0,6390.0,270.0,5,6,5,2,70.0,20.7,10.0
0,8560.0,320.0,6,7,4,6,71.1,24.15,10.0
0,7100.0,270.0,8,5,9,3,71.1,24.15,10.0
0,5530.0,270.0,8,6,5,4,71.1,24.15,10.0
0,7100.0,270.0,8,6,4,5,71.1,24.15,10.0
0,5530.0,270.0,8,5,2,1,71.1,24.15,10.0
0,7100.0,270.0,7,6,7,3,71.1,24.15,10.0
0,8560.0,320.0,6,4,5,0,71.1,24.15,10.0
0,6390.0,270.0,6,5,2,2,71.1,24.15,10.0
0,8560.0,320.0,7,6,5,1,71.1,24.15,10.0
0,4540.0,270.0,7,7,5,3,71.1,24.15,10.0
0,6390.0,270.0,6,8,6,2,71.1,24.15,10.0
0,4630.0,300.0,7,5,7,3,71.1,24.15,10.0
0,8560.0,320.0,8,6,6,3,71.1,24.15,10.0
0,9420.0,350.0,9,7,6,2,71.1,24.15,10.0
0,4630.0,300.0,7,3,8,3,71.1,24.15,10.0
0,8560.0,320.0,7,4,1,1,71.1,24.15,10.0
0,11370.0,360.0,6,5,4,2,71.1,24.15,10.0
0,9420.0,350.0,5,5,8,3,71.1,24.15,10.0
0,5530.0,270.0,6,6,3,1,71.1,24.15,10.0
0,7100.0,270.0,6,6,5,1,71.1,24.15,10.0
0,5530.0,270.0,8,6,2,3,71.1,24.15,10.0
0,9420.0,350.0,7,4,8,0,71.1,24.15,10.0
0,7100.0,270.0,8,5,7,2,71.1,24.15,10.0
0,4630.0,300.0,8,4,9,0,71.1,24.15,10.0
0,4540.0,270.0,8,4,5,1,71.1,24.15,10.0
0,6390.0,270.0,7,5,7,1,71.1,24.15,10.0
0,5530.0,270.0,7,5,1,1,71.1,24.15,10.0
0,4630.0,300.0,6,5,6,3,68.0,23.0,10.0
0,11370.0,360.0,3,3,4,1,68.0,23.0,10.0
0,6390.0,270.0,5,4,4,5,68.0,23.0,10.0
0,4630.0,300.0,6,4,6,2,68.0,23.0,10.0
0,9420.0,350.0,6,4,1,1,68.0,23.0,10.0
0,11370.0,360.0,6,5,6,0,68.0,23.0,10.0
0,8560.0,320.0,4,5,5,2,68.0,23.0,10.0
0,9420.0,350.0,4,6,4,3,68.0,23.0,10.0
0,11370.0,360.0,3,6,8,3,68.0,23.0,10.0
0,3400.0,300.0,1,6,4,3,68.0,23.0,10.0
0,8560.0,320.0,1,6,4,3,68.0,23.0,10.0
0,5530.0,270.0,1,7,2,4,68.0,23.0,10.0
0,5530.0,270.0,1,7,10,4,68.0,23.0,10.0
0,7100.0,270.0,1,8,7,3,68.0,23.0,10.0
0,11370.0,360.0,1,7,7,1,68.0,23.0,10.0
0,6390.0,270.0,0,7,5,1,68.0,23.0,10.0
0,5530.0,270.0,1,6,6,2,68.0,23.0,10.0
0,4630.0,300.0,2,5,7,3,68.0,23.0,10.0
0,5530.0,270.0,2,5,2,5,68.0,23.0,10.0
0,6390.0,270.0,2,5,3,2,68.0,23.0,10.0
0,9420.0,350.0,2,6,5,0,68.0,23.0,10.0
0,7100.0,270.0,3,5,5,3,66.0,24.15,10.0
0,7100.0,270.0,3,3,7,1,66.0,24.15,10.0
0,4630.0,300.0,3,4,8,2,66.0,24.15,10.0
0,9420.0,350.0,3,5,6,2,66.0,24.15,10.0
0,9420.0,350.0,4,6,6,2,66.0,24.15,10.0
0,4630.0,300.0,4,6,6,2,66.0,24.15,10.0
0,7100.0,270.0,4,6,8,3,66.0,24.15,10.0
0,9420.0,350.0,4,7,6,3,66.0,24.15,10.0
0,4540.0,270.0,4,8,7,3,66.0,24.15,10.0
0,4630.0,300.0,2,7,8,1,66.0,24.15,10.0
0,9420.0,350.0,1,8,9,0,66.0,24.15,10.0
0,4630.0,300.0,0,6,5,1,66.0,24.15,10.0
0,9420.0,350.0,0,5,2,2,66.0,24.15,10.0
0,11370.0,360.0,1,5,4,3,66.0,24.15,10.0
0,8560.0,320.0,1,5,8,0,66.0,24.15,10.0
0,11370.0,360.0,0,5,11,4,66.0,24.15,10.0
0,9420.0,350.0,0,3,6,3,66.0,24.15,10.0
0,5530.0,270.0,0,2,6,3,66.0,25.3,10.0
0,6390.0,270.0,1,1,8,3,66.0,25.3,10.0
0,11370.0,360.0,1,2,6,2,66.0,25.3,10.0
0,5530.0,270.0,0,2,2,0,66.0,25.3,10.0
0,4630.0,300.0,2,3,7,3,66.0,25.3,10.0
0,7100.0,270.0,3,4,7,4,66.0,25.3,10.0
0,5530.0,270.0,2,5,5,2,66.0,25.3,10.0
0,8560.0,320.0,2,6,6,3,66.0,25.3,10.0
0,9420.0,350.0,2,5,6,2,66.0,25.3,10.0
0,6390.0,270.0,2,5,5,0,66.0,25.3,10.0
0,5530.0,270.0,1,4,6,2,66.0,25.3,10.0
0,4540.0,270.0,0,1,6,2,66.0,25.3,10.0
0,8560.0,320.0,0,2,6,2,66.0,25.3,10.0
0,11370.0,360.0,1,1,3,0,64.9,16.1,10.0
0,8560.0,320.0,1,1,8,2,64.9,16.1,10.0
0,6390.0,270.0,1,2,7,2,64.9,16.1,10.0
0,9420.0,350.0,1,3,8,1,64.9,16.1,10.0
0,9420.0,350.0,0,1,8,1,64.9,16.1,10.0
0,7100.0,270.0,0,1,5,1,64.9,16.1,10.0
0,4540.0,270.0,0,2,8,1,64.9,16.1,10.0
0,4630.0,300.0,0,3,5,5,64.9,16.1,10.0
0,5530.0,270.0,0,4,4,1,64.9,16.1,10.0
0,5530.0,270.0,0,2,8,1,64.9,16.1,10.0
0,4630.0,300.0,1,2,9,3,64.9,16.1,10.0
0,9420.0,350.0,1,0,5,3,64.9,16.1,10.0
0,6390.0,270.0,0,0,7,2,64.9,17.25,10.0
0,8560.0,320.0,1,0,7,3,64.9,17.25,10.0
0,9420.0,350.0,1,1,5,1,64.9,17.25,10.0
0,8560.0,320.0,0,1,7,3,64.9,17.25,10.0
0,6390.0,270.0,0,0,7,1,64.9,17.25,10.0
0,7100.0,270.0,1,1,7,2,64.9,17.25,10.0
0,4540.0,270.0,3,0,0,1,62.1,9.2,10.0
0,6390.0,270.0,3,0,2,3,62.1,6.9,10.0
0,11370.0,360.0,2,0,0,2,61.0,6.9,10.0
0,7100.0,270.0,2,0,0,2,61.0,6.9,10.0
0,5530.0,270.0,3,1,1,5,61.0,6.9,10.0
0,6390.0,270.0,3,2,4,0,61.0,6.9,10.0
0,9420.0,350.0,1,3,0,2,61.0,6.9,10.0
0,5530.0,270.0,4,1,2,2,61.0,6.9,10.0
0,5530.0,270.0,2,2,2,6,60.1,11.5,10.0
0,6390.0,270.0,3,1,7,3,60.1,11.5,10.0
0,7100.0,270.0,3,2,0,3,60.1,11.5,10.0
0,8560.0,320.0,3,2,7,2,60.1,11.5,10.0
0,5530.0,270.0,3,1,6,5,60.1,11.5,10.0
0,4540.0,270.0,12,0,1,3,60.1,16.1,10.0
0,9420.0,350.0,8,0,0,1,60.1,16.1,10.0
0,5530.0,270.0,11,0,4,2,60.1,16.1,10.0
0,5530.0,270.0,11,1,0,3,60.1,16.1,10.0
0,4540.0,270.0,8,1,0,1,60.1,16.1,10.0
0,4630.0,300.0,4,2,0,0,60.1,16.1,10.0
0,11370.0,360.0,4,3,0,0,60.1,16.1,10.0
0,6390.0,270.0,6,2,3,2,60.1,16.1,10.0
0,4630.0,300.0,5,1,0,0,60.1,16.1,10.0
0,7100.0,270.0,6,2,0,1,60.1,16.1,10.0
0,4630.0,300.0,13,1,0,2,60.1,16.1,10.0
0,4630.0,300.0,16,1,0,0,60.1,16.1,10.0
0,7100.0,270.0,18,2,0,0,59.0,16.1,10.0
0,7100.0,270.0,19,3,0,1,59.0,16.1,10.0
0,11370.0,360.0,15,4,0,2,59.0,16.1,10.0
0,7100.0,270.0,11,2,1,0,59.0,16.1,10.0
0,8560.0,320.0,10,1,0,0,59.0,16.1,10.0
0,11370.0,360.0,9,2,0,0,59.0,16.1,10.0
0,6390.0,270.0,9,3,5,0,59.0,16.1,10.0
0,4630.0,300.0,9,3,0,0,59.0,16.1,10.0
0,5530.0,270.0,7,3,0,1,59.0,16.1,10.0
0,4540.0,270.0,8,3,2,0,59.0,16.1,10.0
0,4630.0,300.0,7,4,3,0,59.0,16.1,10.0
0,11370.0,360.0,8,4,3,0,59.0,16.1,10.0
0,11370.0,360.0,6,5,0,2,59.0,16.1,10.0
0,11370.0,360.0,5,0,0,1,59.0,16.1,10.0
0,11370.0,360.0,4,1,3,0,59.0,16.1,10.0
0,11370.0,360.0,4,2,3,0,59.0,16.1,10.0
0,4630.0,300.0,4,2,3,0,59.0,16.1,10.0
0,9420.0,350.0,4,3,3,0,59.0,16.1,10.0
0,9420.0,350.0,5,2,2,0,57.9,16.1,10.0
0,6390.0,270.0,7,3,0,0,57.9,16.1,10.0
0,9420.0,350.0,8,3,4,0,57.9,16.1,10.0
0,4630.0,300.0,8,3,2,0,57.9,16.1,10.0
0,9420.0,350.0,6,2,0,1,57.9,16.1,10.0
0,4540.0,270.0,3,3,3,0,57.9,16.1,10.0
0,4630.0,300.0,4,3,3,0,57.9,16.1,10.0
0,8560.0,320.0,3,1,2,0,57.9,16.1,10.0
0,4540.0,270.0,3,2,6,0,57.9,16.1,10.0
0,7100.0,270.0,4,3,5,0,57.9,16.1,10.0
0,11370.0,360.0,4,2,3,0,57.9,16.1,10.0
0,4540.0,270.0,4,2,9,1,57.9,16.1,10.0
0,4630.0,300.0,1,3,6,0,57.9,16.1,10.0
0,8560.0,320.0,2,2,3,0,57.9,16.1,10.0
0,8560.0,320.0,2,3,8,0,57.9,16.1,10.0
0,9420.0,350.0,4,3,9,0,57.9,16.1,10.0
0,4630.0,300.0,4,4,5,0,57.9,16.1,10.0
0,7100.0,270.0,5,5,5,0,57.9,16.1,10.0
0,9420.0,350.0,5,6,0,1,57.9,16.1,10.0
0,4630.0,300.0,6,4,2,0,57.9,16.1,10.0
0,7100.0,270.0,6,5,5,0,57.9,16.1,10.0
0,7100.0,270.0,8,4,0,1,57.9,16.1,10.0
0,4630.0,300.0,7,4,6,0,57.9,16.1,10.0
0,7100.0,270.0,7,3,4,0,57.0,11.5,10.0
0,6390.0,270.0,6,4,3,0,57.0,11.5,10.0
0,7100.0,270.0,11,3,7,0,57.0,11.5,10.0
0,7100.0,270.0,5,0,3,0,57.0,11.5,10.0
0,4630.0,300.0,3,1,5,0,57.0,11.5,10.0
0,8560.0,320.0,4,2,5,0,57.0,11.5,10.0
0,4540.0,270.0,3,2,7,0,57.0,11.5,10.0
0,7100.0,270.0,3,3,6,0,57.0,11.5,10.0
0,11370.0,360.0,4,4,5,0,57.0,11.5,10.0
0,7100.0,270.0,3,3,5,0,57.0,11.5,10.0
0,8560.0,320.0,4,3,4,0,57.0,11.5,10.0
0,5530.0,270.0,4,3,0,2,57.0,11.5,10.0
0,8560.0,320.0,5,3,3,1,57.0,11.5,10.0
0,11370.0,360.0,7,3,7,0,57.0,11.5,10.0
0,9420.0,350.0,6,3,0,0,57.0,11.5,10.0
0,4630.0,300.0,6,1,9,1,57.0,11.5,10.0
0,7100.0,270.0,5,1,6,0,57.9,12.65,10.0
0,9420.0,350.0,4,2,5,0,57.9,12.65,10.0
0,4630.0,300.0,4,3,0,0,57.9,12.65,10.0
0,7100.0,270.0,4,4,11,2,57.9,12.65,10.0
0,4630.0,300.0,3,5,8,4,57.9,12.65,10.0
0,7100.0,270.0,3,6,8,3,57.9,12.65,10.0
0,9420.0,350.0,3,6,3,1,57.9,12.65,10.0
0,4540.0,270.0,3,6,2,0,57.9,12.65,10.0
0,5530.0,270.0,3,7,10,1,57.9,12.65,10.0
0,6390.0,270.0,1,1,8,0,57.9,12.65,10.0
0,9420.0,350.0,1,2,8,0,57.9,12.65,10.0
0,4630.0,300.0,2,3,7,0,57.9,12.65,10.0
0,9420.0,350.0,4,2,6,2,57.9,12.65,10.0
0,4630.0,300.0,4,3,8,5,57.9,12.65,10.0
0,7100.0,270.0,4,4,8,3,57.9,12.65,10.0
0,9420.0,350.0,6,2,9,0,57.9,12.65,10.0
0,5530.0,270.0,6,2,0,1,57.9,12.65,10.0
0,4540.0,270.0,8,2,3,2,57.9,12.65,10.0
0,4630.0,300.0,8,1,6,3,57.9,12.65,10.0
0,4540.0,270.0,11,1,10,3,60.1,18.4,10.0
0,4630.0,300.0,9,2,3,1,60.1,18.4,10.0
0,4630.0,300.0,10,2,2,0,60.1,18.4,10.0
0,4630.0,300.0,10,2,7,1,60.1,18.4,10.0
0,8560.0,320.0,9,3,10,3,60.1,18.4,10.0
0,9420.0,350.0,7,4,2,1,60.1,18.4,10.0
0,9420.0,350.0,5,0,0,1,60.1,18.4,10.0
0,8560.0,320.0,5,1,8,0,60.1,18.4,10.0
0,7100.0,270.0,6,2,4,1,60.1,18.4,10.0
0,8560.0,320.0,9,3,3,0,60.1,18.4,10.0
0,11370.0,360.0,10,4,0,2,60.1,18.4,10.0
0,11370.0,360.0,9,3,3,1,60.1,18.4,10.0
0,9420.0,350.0,7,3,7,3,60.1,18.4,10.0
0,6390.0,270.0,6,1,5,0,60.1,18.4,10.0
0,9420.0,350.0,9,2,4,2,60.1,18.4,10.0
